Row Labels	Day 5- 23C (Silo 9)/sum*100	Day 5- 29C (Silo 8)/sum*100	Day 8- 23C (Silo 9)/sum*100	Day 8- 29C (Silo 8)/sum*100
CGI_10006465	22	24	28	26
CGI_10011478	22	24	28	26
CGI_10028542	5	17	59	19
CGI_10016836	24	20	25	30
CGI_10003000	8	37	6	49
CGI_10009974	14	40	18	28
CGI_10014791	24	24	25	27
CGI_10004175	17	27	27	29
CGI_10027569	16	10	35	40
CGI_10007621	8	43	11	38
CGI_10012715	14	26	25	35
CGI_10008733	1	57	11	31
CGI_10024339	30	35	10	25
CGI_10021969	23	37	18	22
CGI_10023182	6	50	11	33
CGI_10027362	17	23	21	39
CGI_10004091	15	25	15	45
CGI_10016949	0	51	8	40
CGI_10016084	40	52	9	0
CGI_10010706	1	40	22	37
CGI_10000267	15	22	30	34
CGI_10027527	19	24	19	38
CGI_10006336	18	23	26	32
CGI_10006407	17	26	26	31
CGI_10011224	10	32	24	33
CGI_10001015	8	31	27	35
CGI_10019240	3	36	24	37
CGI_10015241	13	41	17	29
CGI_10017469	43	31	10	16
CGI_10021224	16	29	25	31
CGI_10014760	13	29	21	36
CGI_10022088	6	20	9	66
CGI_10007414	20	25	29	26
CGI_10015848	19	0	44	37
CGI_10009171	51	20	9	20
CGI_10005633	41	23	24	13
CGI_10003823	5	30	40	25
CGI_10024978	5	42	16	37
CGI_10021634	25	28	16	31
CGI_10013699	18	35	16	30
CGI_10012557	12	40	24	25
CGI_10028782	6	42	16	36
CGI_10014475	17	42	5	37
CGI_10013421	20	39	11	30
CGI_10012417	13	16	34	38
CGI_10017308	22	38	29	12
CGI_10023273	61	19	10	10
CGI_10026604	32	20	35	13
CGI_10012815	44	31	5	20
CGI_10013497	20	29	20	30
CGI_10026603	28	30	35	7
CGI_10021606	8	37	21	34
CGI_10017194	17	28	20	34
CGI_10004555	17	19	36	29
CGI_10009070	11	23	18	47
CGI_10024734	7	36	29	28
CGI_10005598	6	33	29	32
CGI_10014138	17	34	9	39
CGI_10024813	13	44	20	23
CGI_10028299	1	0	2	96
CGI_10012365	11	35	22	32
CGI_10028904	6	49	15	29
CGI_10006792	14	28	21	37
CGI_10026502	14	27	24	34
CGI_10003763	30	33	23	14
CGI_10022103	3	36	12	48
CGI_10003699	10	48	22	20
CGI_10009277	15	26	37	22
CGI_10016432	11	33	15	41
CGI_10009677	2	41	26	32
CGI_10024070	16	24	29	31
CGI_10024071	16	24	29	31
CGI_10024072	16	24	29	31
CGI_10000274	0	35	23	42
CGI_10021808	24	18	39	19
CGI_10005410	11	27	24	37
CGI_10025726	10	34	6	50
CGI_10010805	27	17	38	18
CGI_10012947	22	29	28	21
CGI_10022282	22	29	28	21
CGI_10022615	13	48	19	21
CGI_10007862	10	33	22	35
CGI_10015331	17	39	31	13
CGI_10020671	0	23	41	36
CGI_10018990	14	38	28	19
CGI_10006609	11	26	16	47
CGI_10012813	12	34	23	30
CGI_10004992	6	40	27	26
CGI_10001465	6	19	11	64
CGI_10008925	6	19	11	64
CGI_10012451	6	19	11	64
CGI_10013823	6	19	11	64
CGI_10021055	6	19	11	64
CGI_10026012	19	28	35	18
CGI_10017570	3	37	9	51
CGI_10013536	0	43	0	57
CGI_10021345	13	40	18	28
CGI_10000496	6	49	12	33
CGI_10008288	5	27	11	57
CGI_10013706	16	38	15	31
CGI_10022034	16	30	26	28
CGI_10014358	3	11	51	36
CGI_10023329	5	34	20	41
CGI_10010665	41	17	18	24
CGI_10020716	41	17	18	24
CGI_10023535	9	43	16	32
CGI_10008523	25	35	10	30
CGI_10017124	31	29	23	17
CGI_10008812	0	57	14	29
CGI_10018998	0	41	28	31
CGI_10025431	3	44	11	42
CGI_10018065	0	8	65	27
CGI_10004054	22	33	21	24
CGI_10013574	4	38	17	42
CGI_10002335	6	51	18	26
CGI_10020710	6	51	18	26
CGI_10009488	4	31	10	56
CGI_10028911	12	28	33	27
CGI_10004578	0	34	23	43
CGI_10010010	11	44	20	25
CGI_10021544	14	36	20	31
CGI_10022271	21	3	73	3
CGI_10019756	12	31	26	31
CGI_10015300	9	56	17	19
CGI_10009616	8	45	4	43
CGI_10009534	16	40	13	31
CGI_10021948	4	26	12	58
CGI_10014727	0	43	27	30
CGI_10011730	18	38	14	30
CGI_10011918	65	11	4	20
CGI_10024811	8	14	0	77
CGI_10011973	3	14	23	59
CGI_10016891	9	34	17	39
CGI_10023813	30	34	2	33
CGI_10028339	10	28	31	30
CGI_10025748	6	37	42	15
CGI_10014659	0	55	6	39
CGI_10028401	8	37	26	29
CGI_10005667	1	54	0	45
CGI_10008293	22	37	7	33
CGI_10011376	24	42	18	15
CGI_10021722	24	34	18	24
CGI_10019442	12	38	26	23
CGI_10009280	8	44	22	26
CGI_10007180	7	33	16	44
CGI_10014593	1	22	34	43
CGI_10003843	16	30	21	33
CGI_10006635	29	19	30	23
CGI_10003638	5	48	18	29
CGI_10018509	0	48	10	42
CGI_10004598	7	46	19	29
CGI_10005720	25	22	29	24
CGI_10004952	2	35	20	42
CGI_10003376	8	26	17	50
CGI_10003058	14	28	25	33
CGI_10003432	7	36	24	33
CGI_10007678	7	36	24	33
CGI_10020632	7	36	24	33
CGI_10021434	7	36	24	33
CGI_10023416	7	36	24	33
CGI_10024058	7	36	24	33
CGI_10004657	100	0	0	0
CGI_10016219	33	5	62	0
CGI_10003786	6	43	14	37
CGI_10018790	34	26	19	20
CGI_10003842	40	56	0	3
CGI_10014539	6	28	28	38
CGI_10021542	20	32	10	38
CGI_10017122	1	35	24	40
CGI_10010317	19	29	35	17
CGI_10023309	19	29	35	17
CGI_10016250	11	51	8	31
CGI_10025444	0	47	26	27
CGI_10028812	0	47	25	28
CGI_10011255	4	42	5	49
CGI_10003879	5	43	21	31
CGI_10016960	26	25	26	24
CGI_10011374	18	50	21	11
CGI_10005097	18	31	17	34
CGI_10005314	2	38	25	36
CGI_10010762	25	24	20	32
CGI_10003830	13	35	27	25
CGI_10025686	6	45	16	33
CGI_10028745	9	17	41	33
CGI_10024965	39	17	16	28
CGI_10003298	3	39	20	37
CGI_10014714	0	46	11	43
CGI_10028183	24	25	22	29
CGI_10025212	21	26	26	26
CGI_10020758	16	30	24	30
CGI_10015825	18	28	31	23
CGI_10022275	18	28	31	23
CGI_10001348	19	26	11	44
CGI_10028928	13	27	19	41
CGI_10008340	4	11	6	80
CGI_10003970	0	53	0	47
CGI_10001818	15	32	24	29
CGI_10005155	15	32	24	29
CGI_10019534	41	11	28	21
CGI_10006953	32	27	0	40
CGI_10018658	3	46	15	36
CGI_10018859	14	43	18	24
CGI_10024358	0	15	0	85
CGI_10012663	17	25	32	26
CGI_10005386	9	23	40	28
CGI_10007007	9	33	31	27
CGI_10024825	4	38	24	35
CGI_10008945	18	31	23	28
CGI_10024892	0	36	30	34
CGI_10006560	5	41	21	32
CGI_10020806	12	36	15	37
CGI_10018391	17	28	15	41
CGI_10010072	12	35	32	20
CGI_10006763	20	33	27	21
CGI_10021985	6	44	22	27
CGI_10005614	16	35	25	25
CGI_10020407	19	22	29	31
CGI_10008555	12	36	7	45
CGI_10010027	11	28	13	48
CGI_10019392	15	39	16	30
CGI_10009525	4	50	21	25
CGI_10005484	2	31	28	38
CGI_10010817	0	41	14	45
CGI_10014212	10	46	6	38
CGI_10016768	19	29	24	28
CGI_10009231	16	28	22	34
CGI_10026760	1	41	8	50
CGI_10007669	4	39	19	38
CGI_10010627	16	35	22	27
CGI_10007276	9	29	17	44
CGI_10020351	24	34	11	31
CGI_10022214	3	37	19	41
CGI_10019948	14	31	27	28
CGI_10004953	12	57	11	19
CGI_10012577	9	39	16	35
CGI_10015410	29	28	18	26
CGI_10000980	19	28	20	34
CGI_10015550	56	10	34	0
CGI_10008276	25	26	20	29
CGI_10006721	30	20	32	19
CGI_10011680	36	55	9	0
CGI_10016438	16	27	18	39
CGI_10003959	12	25	27	37
CGI_10023351	16	19	23	42
CGI_10008284	11	24	33	31
CGI_10019403	5	38	22	35
CGI_10003950	6	11	10	73
CGI_10009928	31	22	21	27
CGI_10002865	6	33	20	41
CGI_10027909	7	23	29	41
CGI_10010708	26	40	8	27
CGI_10027124	13	39	22	27
CGI_10018969	2	41	12	45
CGI_10025389	12	34	23	31
CGI_10005933	16	36	15	34
CGI_10021081	5	37	15	43
CGI_10000618	9	31	25	35
CGI_10003923	2	22	13	63
CGI_10009915	7	46	7	40
CGI_10020942	20	25	26	29
CGI_10010551	8	13	26	52
CGI_10010026	11	25	11	52
CGI_10026963	19	34	8	38
CGI_10005008	5	34	18	43
CGI_10020675	20	19	25	36
CGI_10021872	21	37	23	18
CGI_10014772	0	52	5	43
CGI_10007296	29	16	28	26
CGI_10000542	27	23	24	26
CGI_10016387	22	28	24	26
CGI_10014923	7	34	9	51
CGI_10013082	1	48	15	37
CGI_10005359	0	9	6	86
CGI_10011752	3	46	17	33
CGI_10018711	0	31	35	34
CGI_10015503	9	25	20	46
CGI_10006700	4	42	3	51
CGI_10009520	6	41	21	33
CGI_10027868	13	32	34	21
CGI_10010175	35	26	39	0
CGI_10012809	75	9	0	16
CGI_10020328	20	29	16	35
CGI_10016665	10	32	30	29
CGI_10013423	24	39	5	32
CGI_10012794	9	29	31	31
CGI_10028069	9	29	31	31
CGI_10028550	10	9	24	57
CGI_10021962	17	37	26	21
CGI_10009328	0	24	16	60
CGI_10013545	4	33	15	48
CGI_10004075	12	25	22	42
CGI_10021835	13	31	18	37
CGI_10008754	8	36	23	33
CGI_10004161	0	34	24	41
CGI_10023802	6	25	53	16
CGI_10008451	48	16	34	2
CGI_10003819	24	44	31	1
CGI_10008263	5	42	14	40
CGI_10022882	51	13	18	19
CGI_10003423	2	44	21	34
CGI_10006606	2	41	23	35
CGI_10006128	0	44	25	31
CGI_10021995	33	24	30	13
CGI_10020382	6	23	1	71
CGI_10016474	67	13	8	12
CGI_10020204	0	35	22	44
CGI_10026694	29	17	24	30
CGI_10008521	5	38	11	46
CGI_10012108	12	36	13	40
CGI_10006106	21	37	17	26
CGI_10027970	0	17	8	75
CGI_10005770	2	26	31	41
CGI_10001832	12	37	19	32
CGI_10008416	12	37	19	32
CGI_10017842	7	41	20	31
CGI_10010832	6	26	26	42
CGI_10001507	0	38	19	43
CGI_10009508	6	24	19	51
CGI_10018768	19	21	32	27
CGI_10009804	26	31	24	19
CGI_10006156	12	33	24	30
CGI_10005931	0	27	14	59
CGI_10017545	14	29	22	34
CGI_10019456	14	27	20	39
CGI_10021693	25	15	32	28
CGI_10021862	25	15	32	28
CGI_10010402	13	30	31	25
CGI_10010509	0	39	27	34
CGI_10010270	8	32	20	40
CGI_10023506	0	45	8	47
CGI_10008420	13	5	22	60
CGI_10006280	10	39	17	34
CGI_10010486	1	44	14	41
CGI_10019314	16	29	36	19
CGI_10002917	25	32	18	25
CGI_10007950	13	32	24	32
CGI_10024678	8	31	25	36
CGI_10025060	34	24	34	8
CGI_10013607	10	24	33	33
CGI_10007865	19	40	6	35
CGI_10007792	10	25	62	2
CGI_10022554	22	35	34	9
CGI_10017719	16	37	24	23
CGI_10018006	23	24	33	20
CGI_10000071	6	48	20	25
CGI_10017736	6	48	20	25
CGI_10002041	8	27	18	47
CGI_10017333	7	44	18	32
CGI_10015125	13	36	26	25
CGI_10014126	8	55	0	37
CGI_10013525	12	33	34	21
CGI_10020391	2	48	6	44
CGI_10003211	12	25	32	31
CGI_10025658	13	29	25	34
CGI_10014051	17	19	51	14
CGI_10016940	17	30	17	36
CGI_10014349	7	31	16	46
CGI_10017730	13	28	21	38
CGI_10012466	20	26	27	27
CGI_10002261	3	44	19	34
CGI_10009531	7	38	29	27
CGI_10022185	13	34	8	45
CGI_10003608	1	33	16	50
CGI_10013075	7	27	24	42
CGI_10020462	12	34	19	35
CGI_10023132	15	47	16	22
CGI_10024057	9	39	20	32
CGI_10016769	19	48	9	24
CGI_10012024	0	41	21	38
CGI_10027605	2	51	14	33
CGI_10002653	9	40	13	38
CGI_10025417	16	30	20	34
CGI_10024719	5	36	26	33
CGI_10007559	0	59	20	21
CGI_10005974	44	25	5	27
CGI_10003983	14	18	29	39
CGI_10015433	39	8	45	8
CGI_10016999	3	34	18	44
CGI_10023171	3	52	12	33
CGI_10008200	10	39	14	37
CGI_10024265	0	34	23	43
CGI_10013830	0	77	8	16
CGI_10017805	10	34	24	31
CGI_10016914	4	37	16	42
CGI_10025210	5	44	14	36
CGI_10000745	12	30	24	34
CGI_10007006	12	30	35	22
CGI_10005385	15	22	22	41
CGI_10013108	18	48	10	24
CGI_10027530	8	17	35	41
CGI_10008162	6	34	16	45
CGI_10004176	0	65	5	30
CGI_10007126	16	29	15	40
CGI_10015177	20	29	20	32
CGI_10004388	13	37	25	25
CGI_10014220	69	8	12	10
CGI_10003059	0	0	0	100
CGI_10015598	13	32	8	48
CGI_10014648	11	28	31	30
CGI_10016508	14	38	17	31
CGI_10016509	14	38	17	31
CGI_10004418	3	35	18	44
CGI_10017532	50	10	12	28
CGI_10014682	0	32	0	67
CGI_10006756	20	36	20	24
CGI_10015506	14	45	26	16
CGI_10010106	0	39	16	45
CGI_10028820	0	39	16	45
CGI_10001813	36	18	11	35
CGI_10026631	0	54	7	39
CGI_10014924	0	0	0	100
CGI_10015959	0	39	20	41
CGI_10020454	13	29	29	29
CGI_10005537	13	34	8	45
CGI_10023269	0	0	33	67
CGI_10015646	23	16	35	25
CGI_10005568	18	47	0	35
CGI_10021062	0	33	32	34
CGI_10006312	23	34	22	20
CGI_10019804	12	35	24	29
CGI_10019493	18	29	18	35
CGI_10024867	45	14	41	0
CGI_10024868	45	14	41	0
CGI_10024869	45	14	41	0
CGI_10004865	8	35	15	42
CGI_10011595	11	38	25	26
CGI_10001800	0	0	100	0
CGI_10001802	0	0	100	0
CGI_10017335	0	20	0	80
CGI_10015394	9	32	25	34
CGI_10018340	19	35	16	30
CGI_10027654	7	8	27	58
CGI_10019454	8	25	21	46
CGI_10015530	26	7	57	10
CGI_10028193	18	37	35	11
CGI_10018934	4	47	17	32
CGI_10015468	14	36	13	37
CGI_10018550	3	40	8	49
CGI_10021676	16	27	12	46
CGI_10028344	10	34	19	37
CGI_10016102	4	33	48	15
CGI_10004335	16	26	32	26
CGI_10004614	16	26	32	26
CGI_10004021	17	39	10	34
CGI_10011521	75	13	12	0
CGI_10019665	9	81	3	7
CGI_10013191	7	20	25	48
CGI_10002890	3	34	24	40
CGI_10021787	12	26	17	46
CGI_10017534	7	44	15	34
CGI_10018919	7	0	0	93
CGI_10018920	7	0	0	93
CGI_10026082	34	29	16	21
CGI_10002360	6	34	17	43
CGI_10012581	8	37	17	37
CGI_10017598	31	22	24	23
CGI_10025937	8	26	15	52
CGI_10022618	33	3	27	37
CGI_10002110	6	33	24	37
CGI_10027775	10	36	13	41
CGI_10023850	8	18	34	39
CGI_10021311	48	15	16	22
CGI_10020770	26	28	22	23
CGI_10011284	9	41	19	30
CGI_10021561	0	63	0	36
CGI_10026309	10	32	10	48
CGI_10016936	8	42	15	35
CGI_10021393	30	70	0	0
CGI_10025127	0	24	2	74
CGI_10012578	11	33	16	40
CGI_10028030	7	48	13	32
CGI_10017301	2	41	0	57
CGI_10026314	8	43	20	29
CGI_10028023	0	47	6	47
CGI_10021938	26	0	23	51
CGI_10009825	0	0	100	0
CGI_10004929	7	22	20	52
CGI_10006438	7	22	20	52
CGI_10008828	7	22	20	52
CGI_10023863	7	22	20	52
CGI_10008705	11	49	16	23
CGI_10006847	0	52	9	39
CGI_10018019	17	48	12	23
CGI_10006119	8	32	31	29
CGI_10002366	14	47	12	26
CGI_10013357	14	29	22	35
CGI_10013640	14	29	22	35
CGI_10005852	0	43	12	45
CGI_10026086	10	44	19	27
CGI_10015745	12	39	15	34
CGI_10005383	4	40	20	36
CGI_10022006	10	57	5	29
CGI_10014725	15	35	19	31
CGI_10013024	2	52	0	45
CGI_10027758	7	33	15	44
CGI_10017745	14	33	25	28
CGI_10027888	4	29	37	29
CGI_10009380	0	43	14	43
CGI_10005536	86	14	0	1
CGI_10008027	22	26	28	23
CGI_10015934	22	26	28	23
CGI_10012094	18	37	24	21
CGI_10004769	12	31	21	36
CGI_10014775	43	56	0	0
CGI_10008865	16	23	24	37
CGI_10019830	10	25	10	54
CGI_10028338	12	48	12	28
CGI_10015070	47	26	0	27
CGI_10026985	13	33	11	43
CGI_10019076	8	42	11	39
CGI_10021343	9	25	48	18
CGI_10005307	7	42	10	41
CGI_10007637	0	41	22	38
CGI_10019713	0	54	25	21
CGI_10026510	25	31	19	25
CGI_10010422	7	45	6	42
CGI_10008963	14	21	42	23
CGI_10005149	7	27	14	52
CGI_10028704	7	27	14	52
CGI_10009681	14	39	18	30
CGI_10013316	12	32	23	33
CGI_10028692	0	54	4	42
CGI_10003962	0	12	23	65
CGI_10026863	0	12	23	65
CGI_10018881	22	33	7	38
CGI_10000120	7	70	6	17
CGI_10002237	7	70	6	17
CGI_10002513	7	70	6	17
CGI_10002972	7	70	6	17
CGI_10003137	7	70	6	17
CGI_10003205	7	70	6	17
CGI_10006463	7	70	6	17
CGI_10010501	7	70	6	17
CGI_10011277	7	70	6	17
CGI_10011998	7	70	6	17
CGI_10012312	7	70	6	17
CGI_10012968	7	70	6	17
CGI_10015673	7	70	6	17
CGI_10015674	7	70	6	17
CGI_10015675	7	70	6	17
CGI_10017813	7	70	6	17
CGI_10021442	7	70	6	17
CGI_10021540	7	70	6	17
CGI_10021886	7	70	6	17
CGI_10021887	7	70	6	17
CGI_10022115	7	70	6	17
CGI_10022911	7	70	6	17
CGI_10000013	4	40	18	37
CGI_10023188	29	19	25	27
CGI_10013285	0	47	34	19
CGI_10010707	18	55	27	0
CGI_10022621	20	43	34	2
CGI_10015619	23	26	23	28
CGI_10027284	71	17	0	12
CGI_10009399	16	36	46	2
CGI_10011364	1	45	0	54
CGI_10023527	1	45	0	54
CGI_10019686	21	30	26	23
CGI_10021193	11	32	14	42
CGI_10027171	12	31	25	32
CGI_10009211	9	30	6	55
CGI_10009434	21	74	3	3
CGI_10018033	8	36	17	40
CGI_10018039	8	36	17	40
CGI_10025803	8	36	17	40
CGI_10009278	40	22	11	26
CGI_10002519	20	38	0	42
CGI_10025107	12	34	24	30
CGI_10000174	0	38	0	62
CGI_10003072	0	38	0	62
CGI_10023712	35	8	36	21
CGI_10005005	21	31	23	25
CGI_10015845	21	9	28	42
CGI_10010750	3	46	0	51
CGI_10020480	0	39	19	42
CGI_10025677	0	42	17	41
CGI_10014466	12	13	10	65
CGI_10011951	11	39	19	31
CGI_10011894	0	20	40	40
CGI_10023521	0	82	4	14
CGI_10020760	0	45	1	54
CGI_10004334	17	27	30	26
CGI_10006406	1	47	14	38
CGI_10010275	16	27	26	31
CGI_10001440	9	36	8	46
CGI_10025761	29	19	25	28
CGI_10002438	31	32	6	31
CGI_10003475	15	35	21	30
CGI_10014343	13	29	29	30
CGI_10023598	0	50	9	41
CGI_10027721	34	11	30	25
CGI_10000867	20	22	28	30
CGI_10015029	0	0	81	19
CGI_10018521	8	37	23	32
CGI_10026001	56	16	12	15
CGI_10023265	6	37	13	43
CGI_10004224	0	100	0	0
CGI_10010462	0	100	0	0
CGI_10015704	14	30	17	39
CGI_10023361	48	5	23	24
CGI_10019698	8	20	47	25
CGI_10023343	8	44	12	37
CGI_10024526	2	60	0	38
CGI_10005478	91	0	3	6
CGI_10016135	16	32	29	24
CGI_10009846	12	32	29	27
CGI_10009575	14	43	29	15
CGI_10016145	2	53	16	29
CGI_10000070	14	33	33	20
CGI_10027954	14	33	33	20
CGI_10009367	16	33	23	27
CGI_10004964	32	20	16	32
CGI_10027885	1	42	16	40
CGI_10001109	16	48	8	28
CGI_10018764	3	67	2	29
CGI_10009721	14	26	28	32
CGI_10017704	26	43	24	8
CGI_10013155	26	36	13	25
CGI_10023430	6	22	30	42
CGI_10028370	26	34	31	8
CGI_10005085	20	51	10	19
CGI_10004165	79	4	17	0
CGI_10016717	27	39	0	33
CGI_10004644	13	31	16	40
CGI_10013312	11	42	23	24
CGI_10005199	14	31	22	34
CGI_10015431	30	37	0	33
CGI_10023793	26	32	13	30
CGI_10026322	2	24	19	55
CGI_10014650	6	75	9	10
CGI_10008579	11	35	25	28
CGI_10009474	11	35	25	28
CGI_10018230	17	24	23	35
CGI_10008295	7	48	26	19
CGI_10016549	20	21	33	27
CGI_10016565	4	39	19	39
CGI_10017093	0	0	100	0
CGI_10020709	12	47	27	14
CGI_10028034	1	16	22	61
CGI_10017981	0	0	100	0
CGI_10021109	23	16	9	52
CGI_10009964	0	100	0	0
CGI_10026323	18	35	17	31
CGI_10006975	4	35	9	52
CGI_10010025	5	51	2	43
CGI_10011720	12	32	28	27
CGI_10002253	5	35	18	42
CGI_10012488	21	29	33	17
CGI_10012572	21	29	25	25
CGI_10011471	8	40	19	34
CGI_10025621	0	32	10	58
CGI_10007550	8	35	22	36
CGI_10010610	29	0	39	32
CGI_10027745	10	48	9	32
CGI_10026683	21	16	51	12
CGI_10007907	0	48	0	51
CGI_10023223	0	74	0	26
CGI_10022880	67	8	16	8
CGI_10026634	10	15	24	52
CGI_10003382	28	1	15	55
CGI_10023900	7	44	10	39
CGI_10022095	14	37	22	27
CGI_10012106	33	14	32	21
CGI_10015116	23	27	22	27
CGI_10025351	10	39	20	31
CGI_10021617	15	33	21	30
CGI_10016329	2	42	34	22
CGI_10017778	15	13	32	40
CGI_10021863	27	46	0	27
CGI_10015344	21	27	25	27
CGI_10003426	10	31	14	44
CGI_10001276	21	34	15	30
CGI_10011096	25	16	43	16
CGI_10023822	5	40	12	44
CGI_10024839	42	28	13	18
CGI_10026650	12	35	19	34
CGI_10017931	15	35	22	28
CGI_10020511	25	47	5	23
CGI_10020997	9	16	36	39
CGI_10016821	0	2	3	95
CGI_10021156	0	2	3	95
CGI_10014979	10	48	10	33
CGI_10022062	5	21	26	47
CGI_10009994	31	25	22	22
CGI_10012901	17	17	31	35
CGI_10026470	82	0	0	18
CGI_10017631	5	29	3	64
CGI_10015807	11	36	30	22
CGI_10005094	16	47	15	23
CGI_10019307	0	68	1	32
CGI_10020933	31	19	27	24
CGI_10000381	12	29	15	44
CGI_10020539	13	33	23	32
CGI_10004789	9	40	26	25
CGI_10021162	17	33	12	39
CGI_10024548	16	34	20	30
CGI_10027127	19	6	18	56
CGI_10005609	1	59	6	34
CGI_10028689	15	46	8	30
CGI_10010188	3	42	25	31
CGI_10028103	12	37	13	38
CGI_10000684	1	39	11	49
CGI_10026504	2	38	10	51
CGI_10010810	2	61	16	21
CGI_10001344	16	1	1	83
CGI_10000248	10	35	26	29
CGI_10006526	27	26	18	30
CGI_10023355	76	15	0	9
CGI_10016070	18	56	13	13
CGI_10012393	5	44	0	51
CGI_10000886	20	48	8	24
CGI_10013074	30	29	18	23
CGI_10005676	4	36	15	45
CGI_10019933	37	13	35	16
CGI_10019526	15	37	18	30
CGI_10001323	6	23	37	34
CGI_10008381	6	12	79	3
CGI_10003352	14	24	30	33
CGI_10026114	7	37	13	43
CGI_10001374	4	54	13	30
CGI_10025602	4	54	13	30
CGI_10005321	0	0	29	71
CGI_10010133	0	28	33	39
CGI_10010284	1	99	0	0
CGI_10005726	0	77	0	23
CGI_10023678	18	57	2	23
CGI_10002457	6	53	16	25
CGI_10015978	6	53	16	25
CGI_10022918	4	32	31	33
CGI_10024777	10	30	20	40
CGI_10019148	10	38	22	30
CGI_10020097	7	43	41	9
CGI_10010052	0	39	45	16
CGI_10015737	17	31	19	33
CGI_10026496	0	49	11	41
CGI_10022094	0	48	0	52
CGI_10018882	19	44	18	19
CGI_10026164	0	56	12	32
CGI_10016989	25	20	37	19
CGI_10010822	10	50	12	29
CGI_10011008	25	53	12	11
CGI_10023342	23	28	4	45
CGI_10002553	0	33	22	45
CGI_10018450	0	31	34	35
CGI_10012680	17	38	12	33
CGI_10021944	25	51	24	0
CGI_10007141	6	34	15	45
CGI_10016471	14	48	0	38
CGI_10022996	0	67	23	10
CGI_10021833	28	52	9	12
CGI_10028273	7	28	23	42
CGI_10004053	0	42	11	47
CGI_10015475	12	35	26	28
CGI_10026568	37	27	7	29
CGI_10028101	8	29	33	30
CGI_10026605	29	8	0	62
CGI_10011968	19	31	26	25
CGI_10005261	11	28	27	34
CGI_10005444	11	28	27	34
CGI_10025706	22	20	22	36
CGI_10020014	2	29	4	64
CGI_10014943	13	37	15	36
CGI_10026762	5	57	27	10
CGI_10014264	8	37	17	38
CGI_10003288	6	29	17	47
CGI_10014059	0	42	31	27
CGI_10006397	8	31	20	41
CGI_10006566	22	10	43	25
CGI_10016612	37	21	30	13
CGI_10015712	26	28	24	22
CGI_10002827	25	20	36	18
CGI_10024319	25	20	36	18
CGI_10024702	5	56	0	39
CGI_10024793	1	42	16	41
CGI_10016304	14	39	16	31
CGI_10017050	0	26	10	64
CGI_10013820	0	10	81	8
CGI_10016238	0	10	81	8
CGI_10008715	8	40	16	36
CGI_10023240	3	54	18	25
CGI_10026278	9	44	22	25
CGI_10004741	43	7	0	50
CGI_10004560	10	31	21	38
CGI_10006238	21	37	16	26
CGI_10007080	9	33	16	42
CGI_10006569	11	51	13	24
CGI_10010075	2	38	25	36
CGI_10027015	14	36	9	40
CGI_10013913	0	49	15	36
CGI_10024761	0	49	15	36
CGI_10024762	0	49	15	36
CGI_10002367	11	35	20	33
CGI_10025200	43	21	17	18
CGI_10006718	4	29	28	39
CGI_10022784	4	29	28	39
CGI_10009060	33	29	12	26
CGI_10001490	57	25	9	10
CGI_10027546	17	30	28	25
CGI_10021424	5	88	3	3
CGI_10019453	15	33	18	34
CGI_10026552	98	0	0	2
CGI_10026956	20	31	29	20
CGI_10027880	8	53	24	15
CGI_10023441	0	36	15	49
CGI_10020735	0	43	6	51
CGI_10017149	37	37	6	20
CGI_10017224	14	33	17	36
CGI_10007230	16	29	28	27
CGI_10015190	18	40	30	12
CGI_10023490	29	39	13	19
CGI_10004950	0	60	7	33
CGI_10003446	15	19	16	50
CGI_10012749	18	36	21	26
CGI_10021212	0	50	1	49
CGI_10027540	0	36	15	49
CGI_10004062	49	10	37	3
CGI_10028418	49	10	37	3
CGI_10003156	10	43	10	37
CGI_10024381	27	5	5	63
CGI_10016285	18	28	21	33
CGI_10024491	18	28	21	33
CGI_10016956	13	34	19	34
CGI_10023495	19	36	20	25
CGI_10024246	8	39	10	42
CGI_10005875	9	23	35	33
CGI_10002729	27	32	0	41
CGI_10011117	0	0	19	81
CGI_10015882	37	46	17	0
CGI_10023362	9	46	13	32
CGI_10020540	7	29	22	42
CGI_10011204	1	47	0	53
CGI_10022766	18	33	22	27
CGI_10013189	10	36	12	42
CGI_10012027	0	0	0	100
CGI_10004396	13	34	20	33
CGI_10025948	25	30	29	17
CGI_10001358	0	4	13	83
CGI_10007087	0	4	13	83
CGI_10015233	0	4	13	83
CGI_10016932	0	4	13	83
CGI_10026701	0	4	13	83
CGI_10016648	15	35	11	39
CGI_10024292	0	48	13	39
CGI_10012398	2	29	13	55
CGI_10006113	0	47	11	42
CGI_10021302	0	40	11	49
CGI_10022189	6	74	4	16
CGI_10020782	1	47	17	34
CGI_10008494	3	39	23	36
CGI_10012532	2	0	0	97
CGI_10000402	10	27	15	48
CGI_10022952	0	23	57	20
CGI_10006178	5	33	23	39
CGI_10008793	8	20	23	50
CGI_10008795	8	20	23	50
CGI_10004940	0	40	16	44
CGI_10000289	18	22	38	22
CGI_10000426	18	22	38	22
CGI_10000755	18	22	38	22
CGI_10001235	18	22	38	22
CGI_10001250	18	22	38	22
CGI_10001634	18	22	38	22
CGI_10001710	18	22	38	22
CGI_10001794	18	22	38	22
CGI_10002644	18	22	38	22
CGI_10004271	18	22	38	22
CGI_10005620	18	22	38	22
CGI_10006223	18	22	38	22
CGI_10010269	18	22	38	22
